"Titulo","Ano","Genero"
"Aliens Ate My Homework",2018,"Comedy"
"Aliens Ate My Homework",2018,"Family"
"Aliens Ate My Homework",2018,"Fantasy"
"Aliens Ate My Homework",2018,"Sci-Fi"
"Alive and Kicking",2016,"Documentary"
"Alive and Kicking",2016,"History"
"Alive and Kicking",2016,"Music"
"All About Nina",2018,"Drama"
"All Dogs Go to Heaven",1989,"Animation"
"All Dogs Go to Heaven",1989,"Adventure"
"All Dogs Go to Heaven",1989,"Comedy"
"All Dogs Go to Heaven",1989,"Drama"
"All Dogs Go to Heaven",1989,"Family"
"All Dogs Go to Heaven",1989,"Fantasy"
"All Dogs Go to Heaven",1989,"Musical"
"All Hallows' Eve",2016,"Family"
"All Light Will End",2018,"Horror"
"All Light Will End",2018,"Thriller"
"All the Boys Love Mandy Lane",2006,"Horror"
"All the Boys Love Mandy Lane",2006,"Mystery"
"All the Boys Love Mandy Lane",2006,"Thriller"
"All the Devil's Men",2018,"Action"
"All the Devil's Men",2018,"Thriller"
"Alone in Berlin",2016,"Drama"
"Alone in Berlin",2016,"History"
"Alone in Berlin",2016,"War"
"Along Came a Spider",2001,"Drama"
"Along Came a Spider",2001,"Thriller"
"Alpha and Omega 2: A Howl-iday Adventure",2013,"Animation"
"Alpha and Omega 2: A Howl-iday Adventure",2013,"Action"
"Alpha and Omega 2: A Howl-iday Adventure",2013,"Adventure"
"Alpha and Omega 2: A Howl-iday Adventure",2013,"Comedy"
"Alpha and Omega 2: A Howl-iday Adventure",2013,"Family"
"AlphaGo",2017,"Documentary"
"AlphaGo",2017,"Sport"
"Always a Bridesmaid",2019,"Comedy"
"Always a Bridesmaid",2019,"Romance"
"Amar Akbar & Tony",2015,"Comedy"
"Amar Akbar & Tony",2015,"Drama"
"Amar Akbar & Tony",2015,"Romance"
"Amar Akbar Anthony",1977,"Action"
"Amar Akbar Anthony",1977,"Comedy"
"Amar Akbar Anthony",1977,"Drama"
"Amar Akbar Anthony",1977,"Music"
"American Anarchist",2016,"Documentary"
"American Beauty",1999,"Drama"
"American Circumcision",2017,"Documentary"
"American Experience: Ruby Ridge",2017,"Documentary"
"American Experience: Ruby Ridge",2017,"Biography"
"American Experience: Ruby Ridge",2017,"History"
"American Hangman",2019,"Thriller"
"American Heist",2014,"Action"
"American Heist",2014,"Crime"
"American Heist",2014,"Drama"
"American Heist",2014,"Thriller"
"American History X",1998,"Drama"
"American Honey",2016,"Adventure"
"American Honey",2016,"Drama"
"American Honey",2016,"Romance"
"American Psycho",2000,"Crime"
"American Psycho",2000,"Drama"
"American Psycho",2000,"Horror"
"American Warfighter",2019,"Action"
"American Warfighter",2019,"Drama"
"American Warfighter",2019,"Romance"
"American Warfighter",2019,"War"
"Amy",2015,"Documentary"
"Amy",2015,"Biography"
"Amy",2015,"Music"
"An American in Madras",2013,"Documentary"
"An American in Madras",2013,"Biography"
"An American in Madras",2013,"History"
"An American Tail",1986,"Animation"
"An American Tail",1986,"Adventure"
"An American Tail",1986,"Comedy"
"An American Tail",1986,"Drama"
"An American Tail",1986,"Family"
"An American Tail",1986,"Musical"
"An American Tail: Fievel Goes West",1991,"Animation"
"An American Tail: Fievel Goes West",1991,"Adventure"
"An American Tail: Fievel Goes West",1991,"Family"
"An American Tail: Fievel Goes West",1991,"Musical"
"An American Tail: Fievel Goes West",1991,"Western"
"An American Tail: The Mystery of the Night Monster",1999,"Animation"
"An American Tail: The Mystery of the Night Monster",1999,"Adventure"
"An American Tail: The Mystery of the Night Monster",1999,"Family"
"An American Tail: The Mystery of the Night Monster",1999,"Mystery"
"An Interview with God",2018,"Drama"
"An Interview with God",2018,"Mystery"
"An Upper Egyptian",2014,"Action"
"An Upper Egyptian",2014,"Comedy"
"An Upper Egyptian",2014,"Drama"
"Anesthesia",2015,"Crime"
"Anesthesia",2015,"Drama"
"Anger Management",2003,"Comedy"
"Angry Indian Goddesses",2015,"Comedy"
"Angry Indian Goddesses",2015,"Drama"
"Ankur Arora Murder Case",2013,"Drama"
"Ankur Arora Murder Case",2013,"Thriller"
"Annabelle Hooper and the Ghosts of Nantucket",2016,"Adventure"
"Annabelle Hooper and the Ghosts of Nantucket",2016,"Family"
"Annabelle Hooper and the Ghosts of Nantucket",2016,"Mystery"
"Another Forever",2016,"Drama"
"Antidote",2018,"Action"
"Antidote",2018,"Adventure"
"Antidote",2018,"Horror"
"Antidote",2018,"Thriller"
"Anwar",2007,"Drama"
"Anwar",2007,"Romance"
"Anwar",2007,"Thriller"
"Apache Warrior",2017,"Documentary"
"Apollo 18",2011,"Horror"
"Apollo 18",2011,"Mystery"
"Apollo 18",2011,"Sci-Fi"
"Apollo 18",2011,"Thriller"
"April and the Extraordinary World",2015,"Animation"
"April and the Extraordinary World",2015,"Adventure"
"April and the Extraordinary World",2015,"Comedy"
"April and the Extraordinary World",2015,"Drama"
"April and the Extraordinary World",2015,"Family"
"April and the Extraordinary World",2015,"Mystery"
"April and the Extraordinary World",2015,"Sci-Fi"
"April and the Extraordinary World",2015,"Thriller"
"Aram, Aram",2015,"Drama"
"Are We Done Yet?",2018,"Comedy"
"Are We Done Yet?",2018,"Family"
"Arthur",2011,"Comedy"
"Arthur",2011,"Romance"
"Arthur Christmas",2011,"Animation"
"Arthur Christmas",2011,"Adventure"
"Arthur Christmas",2011,"Comedy"
"Arthur Christmas",2011,"Drama"
"Arthur Christmas",2011,"Family"
"Arthur Christmas",2011,"Fantasy"
"As Good as It Gets",1997,"Comedy"
"As Good as It Gets",1997,"Drama"
"As Good as It Gets",1997,"Romance"
"Assimilate",2019,"Horror"
"Assimilate",2019,"Mystery"
"Assimilate",2019,"Sci-Fi"
"Assimilate",2019,"Thriller"
"Asura: The City of Madness",2016,"Action"
"Asura: The City of Madness",2016,"Crime"
"Asura: The City of Madness",2016,"Drama"
"Asura: The City of Madness",2016,"Thriller"
"At All Costs",2016,"Documentary"
"At All Costs",2016,"Sport"
"At First Light",2018,"Drama"
"At First Light",2018,"Sci-Fi"
"At First Light",2018,"Thriller"
"Attacking the Devil: Harold Evans and the Last Nazi War Crime",2014,"Documentary"
"Automata",2014,"Action"
"Automata",2014,"Drama"
"Automata",2014,"Sci-Fi"
"Automata",2014,"Thriller"
"Avicii: True Stories",2017,"Documentary"
"Avicii: True Stories",2017,"Biography"
"Avicii: True Stories",2017,"Music"
"Azhar",2016,"Biography"
"Azhar",2016,"Drama"
"Azhar",2016,"Sport"
"B.A. Pass",2013,"Crime"
"B.A. Pass",2013,"Drama"
"B.A. Pass",2013,"Thriller"
"Babel",2006,"Drama"
"Bachelor Girls",2016,"Documentary"
"Backcountry",2014,"Adventure"
"Backcountry",2014,"Drama"
"Backcountry",2014,"Horror"
"Backcountry",2014,"Thriller"
"Backfire",2019,"Short"
"Backfire",2019,"Thriller"
"Backtrack",2015,"Drama"
"Backtrack",2015,"Fantasy"
"Backtrack",2015,"Mystery"
"Backtrack",2015,"Thriller"
"Bad Boys",1995,"Action"
"Bad Boys",1995,"Comedy"
"Bad Boys",1995,"Crime"
"Bad Boys",1995,"Thriller"
"Bad Boys II",2003,"Action"
"Bad Boys II",2003,"Comedy"
"Bad Boys II",2003,"Crime"
"Bad Boys II",2003,"Thriller"
"Bad Rap",2016,"Documentary"
"Bad Rap",2016,"Music"
"Badha",2006,"Action"
"Badha",2006,"Drama"
"Badha",2006,"Romance"
"Balto",1995,"Animation"
"Balto",1995,"Adventure"
"Balto",1995,"Drama"
"Balto",1995,"Family"
"Balto",1995,"History"
"Balu Mahi",2017,"Adventure"
"Balu Mahi",2017,"Drama"
"Balu Mahi",2017,"Romance"
"Band of Robbers",2015,"Adventure"
"Band of Robbers",2015,"Comedy"
"Band of Robbers",2015,"Crime"
"Band of Robbers",2015,"Thriller"
"Bang Rajan 2",2010,"Action"
"Bang Rajan 2",2010,"Adventure"
"Bang Rajan 2",2010,"War"
"Bangkok Traffic (Love) Story",2009,"Comedy"
"Bangkok Traffic (Love) Story",2009,"Romance"
"Barah Aana",2009,"Comedy"
"Barah Aana",2009,"Crime"
"Barah Aana",2009,"Drama"
"Barbecue",2017,"Documentary"
"Barbie & Her Sisters in a Pony Tale",2013,"Animation"
"Barbie & Her Sisters in a Pony Tale",2013,"Family"
"Barbie in Princess Power",2015,"Animation"
"Barbie in Princess Power",2015,"Family"
"Barbie in Princess Power",2015,"Fantasy"
"Barbie in Rock 'N Royals",2015,"Animation"
"Barbie in Rock 'N Royals",2015,"Family"
"Barbie: A Fairy Secret",2010,"Animation"
"Barbie: A Fairy Secret",2010,"Family"
"Barbie: A Fairy Secret",2010,"Fantasy"
"Barbie: Princess Charm School",2011,"Animation"
"Barbie: Princess Charm School",2011,"Family"
"Barbie: Princess Charm School",2011,"Fantasy"
"Barbie: Spy Squad",2016,"Animation"
"Barbie: Spy Squad",2016,"Family"
"Barbie: The Princess & the Popstar",2012,"Animation"
"Barbie: The Princess & the Popstar",2012,"Family"
"Barbie: The Princess & the Popstar",2012,"Musical"
"Barely Lethal",2015,"Action"
"Barely Lethal",2015,"Comedy"
"Barrio Universitario",2013,"Comedy"
"Barrio Universitario",2013,"Romance"
"Barsaat",1995,"Action"
"Barsaat",1995,"Romance"
"BASEketball",1998,"Comedy"
"BASEketball",1998,"Sport"
"Basic Instinct",1992,"Drama"
"Basic Instinct",1992,"Mystery"
"Basic Instinct",1992,"Thriller"
"Bathtubs Over Broadway",2018,"Documentary"
"Bathtubs Over Broadway",2018,"Comedy"
"Bathtubs Over Broadway",2018,"Music"
"Bawarchi",1972,"Comedy"
"Bawarchi",1972,"Musical"
"Bawarchi",1972,"Drama"
"Bawarchi",1972,"Family"
"Bazaar",1982,"Drama"
"Bazaar",1982,"Family"
"Be Here Now",2015,"Documentary"
"Be Here Now",2015,"Biography"
"Be Here Now",2015,"Drama"
"Be Here Now",2015,"Family"
"Bean: The Ultimate Disaster Movie",1997,"Adventure"
"Bean: The Ultimate Disaster Movie",1997,"Comedy"
"Bean: The Ultimate Disaster Movie",1997,"Family"
"Beary Tales",2013,"Documentary"
"Bebe's Kids",1992,"Animation"
"Bebe's Kids",1992,"Comedy"
"Bebe's Kids",1992,"Fantasy"
"Bebe's Kids",1992,"Musical"
"Because We're Heading Out",2016,"Comedy"
"Becoming Jane",2007,"Biography"
"Becoming Jane",2007,"Drama"
"Becoming Jane",2007,"Romance"
"Behind the Curtain: Todrick Hall",2017,"Documentary"
"Being AP",2015,"Documentary"
"Being AP",2015,"Sport"
"Below Her Mouth",2016,"Drama"
"Below Her Mouth",2016,"Romance"
"Beneath the Leaves",2019,"Thriller"
"Benji's Very Own Christmas Story",1978,"Family"
"Berlin Kaplani",2012,"Comedy"
"Berlin Kaplani",2012,"Family"
"Berlin Kaplani",2012,"Sport"
"Berlin, I Love You",2019,"Drama"
"Berlin, I Love You",2019,"Romance"
"Betting on Zero",2017,"Documentary"
"Bewafaa",2005,"Drama"
"Bewafaa",2005,"Romance"
"Bewildered Bolbol",2010,"Comedy"
"Bewildered Bolbol",2010,"Drama"
"Bewildered Bolbol",2010,"Romance"
"Beyond All Boundaries",2013,"Documentary"
"Beyond All Boundaries",2013,"Biography"
"Beyond All Boundaries",2013,"Sport"
"Bhagam Bhag",2006,"Comedy"
"Bhagam Bhag",2006,"Drama"
"Bhagam Bhag",2006,"Mystery"
"Bhagam Bhag",2006,"Thriller"
"Bhool Bhulaiyaa",2007,"Comedy"
"Bhool Bhulaiyaa",2007,"Horror"
"Bhool Bhulaiyaa",2007,"Mystery"
"Bhool Bhulaiyaa",2007,"Thriller"
"Bhoot",2003,"Horror"
"Bhoot",2003,"Mystery"
"Bhoot",2003,"Thriller"
"Bhouri",2017,"Drama"
"Big Bear",2017,"Comedy"
"Big Daddy",1999,"Comedy"
"Big Daddy",1999,"Drama"
"Big Fat Liar",2002,"Adventure"
"Big Fat Liar",2002,"Comedy"
"Big Fat Liar",2002,"Family"
"Big Kill",2018,"Action"
"Big Kill",2018,"Western"
"Big Time",2017,"Documentary"
"Bigger Fatter Liar",2017,"Adventure"
"Bigger Fatter Liar",2017,"Comedy"
"Bigger Fatter Liar",2017,"Family"
"Biggie & Tupac",2002,"Documentary"
"Biggie & Tupac",2002,"Biography"
"Biggie & Tupac",2002,"Crime"
"Biggie & Tupac",2002,"Music"
"Bill Burr: Let It Go",2010,"Comedy"
"Billy Elliot",2000,"Drama"
"Billy Elliot",2000,"Music"
"Billy Graham: An Extraordinary Journey",2018,"Documentary"
"Billy Graham: An Extraordinary Journey",2018,"Biography"
"Billy Graham: An Extraordinary Journey",2018,"Family"
"Billy Graham: An Extraordinary Journey",2018,"History"
"Bioscope",2015,"Drama"
"Birthmarked",2018,"Comedy"
"Bitch",2017,"Comedy"
"Bitch",2017,"Drama"
"Bitch",2017,"Thriller"
"Bitcoin Heist",2016,"Action"
"Bitcoin Heist",2016,"Comedy"
"Bittoo Boss",2012,"Romance"
"Black Hawk Down",2001,"Drama"
"Black Hawk Down",2001,"History"
"Black Hawk Down",2001,"War"
"Black Man White Skin",2015,"Documentary"
"Black Site Delta",2017,"Action"
"Black Snake Moan",2007,"Drama"
"Black Snake Moan",2007,"Music"
"Black Snow",2017,"Crime"
"Black Snow",2017,"Drama"
"Black Snow",2017,"Mystery"
"Black Snow",2017,"Thriller"
"Blackfish",2013,"Documentary"
"Blackway",2015,"Thriller"
"Bleed for This",2016,"Biography"
"Bleed for This",2016,"Drama"
"Bleed for This",2016,"Sport"
"Blockbuster",2017,"Comedy"
"Blood Father",2016,"Action"
"Blood Father",2016,"Crime"
"Blood Father",2016,"Drama"
"Blood Father",2016,"Thriller"
"Blow",2001,"Biography"
"Blow",2001,"Crime"
"Blow",2001,"Drama"
"Blue Is the Warmest Color",2013,"Comedy"
"Blue Is the Warmest Color",2013,"Talk-Show"
"Blue Jasmine",2013,"Comedy"
"Blue Jasmine",2013,"Drama"
"Blue Ruin",2013,"Crime"
"Blue Ruin",2013,"Drama"
"Blue Ruin",2013,"Thriller"
"Blue Streak",1999,"Action"
"Blue Streak",1999,"Comedy"
"Blue Streak",1999,"Crime"
"Blue Streak",1999,"Thriller"
"Blue Valentine",2010,"Drama"
"Blue Valentine",2010,"Romance"
"Blurred Lines: Inside the Art World",2017,"Documentary"
"Bob Lazar: Area 51 & Flying Saucers",2018,"Documentary"
"Bob's Broken Sleigh",2015,"Animation"
"Bob's Broken Sleigh",2015,"Short"
"Bob's Broken Sleigh",2015,"Adventure"
"Bob's Broken Sleigh",2015,"Family"
"Bobbi Jene",2017,"Documentary"
"Bobbi Jene",2017,"Drama"
"Bobbi Jene",2017,"Romance"
"Bobby",1973,"Comedy"
"Bobby",1973,"Musical"
"Bobby",1973,"Romance"
"Bobby Robson: More Than a Manager",2018,"Documentary"
"Bobby Robson: More Than a Manager",2018,"Sport"
"Bobby Sands: 66 Days",2016,"Documentary"
"Bobby Sands: 66 Days",2016,"Biography"
"Bobby Sands: 66 Days",2016,"History"
"Bokeh",2017,"Drama"
"Bokeh",2017,"Sci-Fi"
"Bombshell: The Hedy Lamarr Story",2017,"Documentary"
"Bombshell: The Hedy Lamarr Story",2017,"Biography"
"Bombshell: The Hedy Lamarr Story",2017,"History"
"Bombshell: The Hedy Lamarr Story",2017,"War"
"Bonnie and Clyde",1967,"Action"
"Bonnie and Clyde",1967,"Biography"
"Bonnie and Clyde",1967,"Crime"
"Bonnie and Clyde",1967,"Drama"
"Born Strong",2017,"Documentary"
"Born Strong",2017,"Drama"
"Born Strong",2017,"Sport"
"Born to Be Free",2016,"Documentary"
"Bottom of the World",2017,"Drama"
"Bottom of the World",2017,"Mystery"
"Bottom of the World",2017,"Thriller"
"Boy Bye",2016,"Drama"
"Boy Bye",2016,"Romance"
"Brampton's Own",2018,"Drama"
"Bratz: The Movie",2007,"Comedy"
"Bratz: The Movie",2007,"Family"
"Bratz: The Movie",2007,"Music"
"Brave New Jersey",2016,"Comedy"
"Brave New Jersey",2016,"History"
"Breaking Free",2015,"Short"
"Breaking Free",2015,"Musical"
"Breath",2018,"Adventure"
"Breath",2018,"Drama"
"Breath",2018,"Romance"
"Breath",2018,"Sport"
"Brick",2005,"Action"
"Brick",2005,"Crime"
"Brick",2005,"Drama"
"Brick",2005,"Mystery"
"Brick",2005,"Thriller"
"Brooklyn's Finest",2009,"Action"
"Brooklyn's Finest",2009,"Crime"
"Brooklyn's Finest",2009,"Drama"
"Brooklyn's Finest",2009,"Thriller"
"Buffalo Boys",2018,"Action"
"Buffalo Boys",2018,"Drama"
"Buffalo Boys",2018,"History"
"Buffalo Boys",2018,"Thriller"
"Bugs",2016,"Drama"
"Bugs",2016,"Mystery"
"Bugs",2016,"Thriller"
"Bullitt County",2018,"Action"
"Bullitt County",2018,"Drama"
"Bullitt County",2018,"Thriller"
"Burlesque: Heart of the Glitter Tribe",2017,"Documentary"
"Bushwick",2017,"Action"
"Bushwick",2017,"Thriller"
"Cabin Fever",2016,"Horror"
"Cabin Fever",2016,"Sci-Fi"
"Cabin Fever",2016,"Thriller"
"Cake",2018,"Animation"
"Cake",2018,"Comedy"
"Calendar Girls",2015,"Drama"
"Camera Store",2016,"Drama"
"Camp X-Ray",2014,"Drama"
"Camp X-Ray",2014,"War"
"Can't Hardly Wait",1998,"Comedy"
"Can't Hardly Wait",1998,"Romance"
"Candyman",1992,"Horror"
"Candyman",1992,"Thriller"
"Cappuccino",2017,"Comedy"
"Cappuccino",2017,"Drama"
"Cardboard Gangsters",2016,"Crime"
"Cardboard Gangsters",2016,"Drama"
"Caregiver",2008,"Drama"
"Carol",2015,"Drama"
"Carol",2015,"Romance"
"Carrie",1976,"Horror"
"Carrie",1976,"Mystery"
"Casa de mi Padre",2012,"Comedy"
"Casa de mi Padre",2012,"Western"
"Casino Tycoon 2",1992,"Action"
"Casino Tycoon 2",1992,"Crime"
"Casino Tycoon 2",1992,"Thriller"
"Casino Tycoon 2",1992,"War"
"Cat on a Hot Tin Roof",1958,"Drama"
"Catching the Sun",2015,"Documentary"
"Catching the Sun",2015,"Drama"
"Catching the Sun",2015,"History"
"Catching the Sun",2015,"News"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Action"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Adventure"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Comedy"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Family"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Fantasy"
"Cats & Dogs: The Revenge of Kitty Galore",2010,"Thriller"
"Catwalk: Tales from the Cat Show Circuit",2018,"Documentary"
"Cave",2016,"Adventure"
"Cave",2016,"Crime"
"Cave",2016,"Thriller"
"Celluloid Man",2012,"Documentary"
"Center Stage",2000,"Drama"
"Center Stage",2000,"Music"
"Center Stage",2000,"Romance"
"Chal Dhar Pakad",2010,"Drama"
"Chal Mere Bhai",2000,"Comedy"
"Chal Mere Bhai",2000,"Romance"
"Chandani: The Daughter of the Elephant Whisperer",2010,"Documentary"
"Chandani: The Daughter of the Elephant Whisperer",2010,"Family"
"Chappaquiddick",2017,"Biography"
"Chappaquiddick",2017,"Drama"
"Chappaquiddick",2017,"History"
"Chappaquiddick",2017,"Thriller"
"Charlie and the Chocolate Factory",2005,"Adventure"
"Charlie and the Chocolate Factory",2005,"Comedy"
"Charlie and the Chocolate Factory",2005,"Family"
"Charlie and the Chocolate Factory",2005,"Fantasy"
"Charlie and the Chocolate Factory",2005,"Musical"
"Charlie's Angels: Full Throttle",2003,"Action"
"Charlie's Angels: Full Throttle",2003,"Adventure"
"Charlie's Angels: Full Throttle",2003,"Comedy"
"Charlie's Angels: Full Throttle",2003,"Crime"
"Chasing Amy",1997,"Comedy"
"Chasing Amy",1997,"Drama"
"Chasing Amy",1997,"Romance"
"Chasing the Dragon",2017,"Action"
"Chasing the Dragon",2017,"Biography"
"Chasing the Dragon",2017,"Crime"
"Chasing the Dragon",2017,"History"
"Chernobyl Diaries",2012,"Horror"
"Chernobyl Diaries",2012,"Mystery"
"Chernobyl Diaries",2012,"Thriller"
"Chicken Kokkachi",2017,"Comedy"
"Child's Play",1988,"Fantasy"
"Child's Play",1988,"Horror"
"Child's Play",1988,"Thriller"
"China Salesman",2017,"Action"
"China Salesman",2017,"Drama"
"Chingo Bling: They Can't Deport Us All",2017,"Documentary"
"Chingo Bling: They Can't Deport Us All",2017,"Comedy"
"Chittagong",2012,"Action"
"Chittagong",2012,"Drama"
"Chittagong",2012,"War"
"Chitty Chitty Bang Bang",1968,"Adventure"
"Chitty Chitty Bang Bang",1968,"Family"
"Chitty Chitty Bang Bang",1968,"Fantasy"
"Chitty Chitty Bang Bang",1968,"Musical"
"Chloe",2009,"Drama"
"Chloe",2009,"Mystery"
"Chloe",2009,"Romance"
"Chloe",2009,"Thriller"
"Christian Mingle",2014,"Comedy"
"Christian Mingle",2014,"Drama"
"Christian Mingle",2014,"Family"
"Christian Mingle",2014,"Romance"
"Christmas in the Smokies",2015,"Drama"
"Christmas in the Smokies",2015,"Family"
"Christmas in the Smokies",2015,"Romance"
"Christmas with the Kranks",2004,"Comedy"
"Christmas with the Kranks",2004,"Family"
"Chronicle of an Escape",2006,"Crime"
"Chronicle of an Escape",2006,"Thriller"
"Chupan Chupai",2017,"Comedy"
"Chupan Chupai",2017,"Drama"
"Chupan Chupai",2017,"Family"
"Chupan Chupai",2017,"Musical"
"Chupan Chupai",2017,"Romance"
"Chupke Chupke",1975,"Comedy"
"Chupke Chupke",1975,"Drama"
"Chupke Chupke",1975,"Romance"
"Cirque du Freak: The Vampire's Assistant",2009,"Action"
"Cirque du Freak: The Vampire's Assistant",2009,"Adventure"
"Cirque du Freak: The Vampire's Assistant",2009,"Fantasy"
"Cirque du Freak: The Vampire's Assistant",2009,"Thriller"
"City of God",2002,"Crime"
"City of God",2002,"Drama"
"City of Tiny Lights",2016,"Crime"
"City of Tiny Lights",2016,"Drama"
"City of Tiny Lights",2016,"Mystery"
"City of Tiny Lights",2016,"Thriller"
"Clarence Clemons: Who Do I Think I Am?",2019,"Documentary"
"Clash of the Titans",2010,"Action"
"Clash of the Titans",2010,"Adventure"
"Clash of the Titans",2010,"Fantasy"
"Class of '61",1993,"Action"
"Class of '61",1993,"Drama"
"Class Rank",2018,"Comedy"
"Class Rank",2018,"Drama"
"Class Rank",2018,"Family"
"Class Rank",2018,"Romance"
"Cleopatra Jones",1973,"Action"
"Cleopatra Jones",1973,"Crime"
"Cleopatra Jones",1973,"Thriller"
"Click",2006,"Comedy"
"Click",2006,"Drama"
"Click",2006,"Fantasy"
"Click",2006,"Romance"
"Closed Circuit",2013,"Crime"
"Closed Circuit",2013,"Drama"
"Closed Circuit",2013,"Mystery"
"Closed Circuit",2013,"Thriller"
"Cloud Atlas",2012,"Action"
"Cloud Atlas",2012,"Drama"
"Cloud Atlas",2012,"Mystery"
"Cloud Atlas",2012,"Sci-Fi"
"Clouds of Sils Maria",2014,"Drama"
"Cloverfield",2008,"Action"
"Cloverfield",2008,"Horror"
"Cloverfield",2008,"Sci-Fi"
"Cloverfield",2008,"Thriller"
"Coach Carter",2005,"Biography"
"Coach Carter",2005,"Drama"
"Coach Carter",2005,"Sport"
"Code Name: The Cleaner",2007,"Action"
"Code Name: The Cleaner",2007,"Comedy"
"Code Name: The Cleaner",2007,"Crime"
"Coffee with D",2017,"Comedy"
"Colkatay Columbus",2016,"Comedy"
"Colkatay Columbus",2016,"Drama"
"Colkatay Columbus",2016,"Fantasy"
"Colonia",2015,"Biography"
"Colonia",2015,"Drama"
"Colonia",2015,"History"
"Colonia",2015,"Romance"
"Colonia",2015,"Thriller"
"Come and Find Me",2016,"Drama"
"Come and Find Me",2016,"Mystery"
"Come and Find Me",2016,"Thriller"
"Command and Control",2017,"Documentary"
"Command and Control",2017,"History"
"Company",2002,"Action"
"Company",2002,"Crime"
"Company",2002,"Drama"
"Company",2002,"Thriller"
"Compulsion",2016,"Drama"
"Compulsion",2016,"Fantasy"
"Compulsion",2016,"Horror"
"Compulsion",2016,"Romance"
"Compulsion",2016,"Thriller"
"Concrete Football",2016,"Documentary"
"Concrete Football",2016,"Sport"
"Concussion",2013,"Drama"
"Conor McGregor: Notorious",2017,"Documentary"
"Conor McGregor: Notorious",2017,"Biography"
"Conor McGregor: Notorious",2017,"Sport"
"Consequences ",2014,"Crime"
"Consequences ",2014,"Drama"
"Consequences ",2014,"Thriller"
"Contract",2008,"Action"
"Contract",2008,"Crime"
"Contract",2008,"Drama"
"Contract",2008,"Mystery"
"Contract",2008,"Thriller"
"Convict",2014,"Action"
"Convict",2014,"Crime"
"Convict",2014,"Drama"
"Cool Hand Luke",1967,"Crime"
"Cool Hand Luke",1967,"Drama"
"Cop and a Half: New Recruit",2017,"Action"
"Cop and a Half: New Recruit",2017,"Adventure"
"Cop and a Half: New Recruit",2017,"Comedy"
"Cop and a Half: New Recruit",2017,"Crime"
"Cop and a Half: New Recruit",2017,"Family"
"Cop and a Half: New Recruit",2017,"Mystery"
"Coraline",2009,"Animation"
"Coraline",2009,"Drama"
"Coraline",2009,"Family"
"Coraline",2009,"Fantasy"
"Coraline",2009,"Thriller"
"Counterfeiting in Suburbia",2018,"Thriller"
"Crash",2004,"Crime"
"Crash",2004,"Drama"
"Crash",2004,"Thriller"
"Crouching Tiger, Hidden Dragon",2000,"Action"
"Crouching Tiger, Hidden Dragon",2000,"Adventure"
"Crouching Tiger, Hidden Dragon",2000,"Drama"
"Crouching Tiger, Hidden Dragon",2000,"Fantasy"
"Crouching Tiger, Hidden Dragon",2000,"Romance"
"Cult of Chucky",2017,"Comedy"
"Cult of Chucky",2017,"Fantasy"
"Cult of Chucky",2017,"Horror"
"Cult of Chucky",2017,"Romance"
"Cult of Chucky",2017,"Thriller"
"Cutie and the Boxer",2013,"Documentary"
"Cutie and the Boxer",2013,"Biography"
"Dabbe 6: The Return",2015,"Horror"
"Dabbe 6: The Return",2015,"Mystery"
"Dad",1989,"Comedy"
"Dad",1989,"Drama"
"Daddy Day Care",2003,"Comedy"
"Daddy Day Care",2003,"Family"
"Daddy Issues",2019,"Drama"
"Daddy Issues",2019,"Romance"
"Daffedar",2017,"Drama"
"Dallas Buyers Club",2013,"Biography"
"Dallas Buyers Club",2013,"Drama"
"Dancing Quietly",2016,"Comedy"
"Dancing Quietly",2016,"Drama"
"Danny Says",2015,"Documentary"
"Danny Says",2015,"Biography"
"Danny Says",2015,"History"
"Danny Says",2015,"Music"
"Dante's Peak",1997,"Action"
"Dante's Peak",1997,"Adventure"
"Dante's Peak",1997,"Thriller"
"Dare to Be Wild",2015,"Biography"
"Dare to Be Wild",2015,"Drama"
"Dare to Be Wild",2015,"Romance"
"Dark Crimes",2016,"Crime"
"Dark Crimes",2016,"Drama"
"Dark Crimes",2016,"Thriller"
"Dark Places",2015,"Crime"
"Dark Places",2015,"Drama"
"Dark Places",2015,"Mystery"
"Dark Places",2015,"Thriller"
"Darna Mana Hai",2003,"Horror"
"Daughters of the Dust",1991,"Drama"
"Daughters of the Dust",1991,"History"
"Daughters of the Dust",1991,"Romance"
"Dayveon",2017,"Drama"
"De Film van Dylan Haegens",2018,"Adventure"
"De Film van Dylan Haegens",2018,"Comedy"
"De Film van Dylan Haegens",2018,"Family"
"De Film van Dylan Haegens",2018,"Sci-Fi"
"De Palma",2015,"Documentary"
"De Palma",2015,"Biography"
"Deadline: Sirf 24 Ghante",2006,"Crime"
"Deadline: Sirf 24 Ghante",2006,"Thriller"
"Deadly Scholars",2018,"Drama"
"Deadly Scholars",2018,"Thriller"
"Dean",2016,"Comedy"
"Dean",2016,"Drama"
"Dean",2016,"Romance"
"Dear Dad",2016,"Drama"
"Dear Dad",2016,"Family"
"Dear Dracula",2012,"Animation"
"Dear Dracula",2012,"Short"
"Dear Dracula",2012,"Adventure"
