Titulo,Ano,Genero
On Body and Soul,2017,Fantasy
On Body and Soul,2017,Mystery
On Body and Soul,2017,Romance
Shutter Island,2010,Mystery
Shutter Island,2010,Thriller
Always Be My Maybe,2019,Comedy
Always Be My Maybe,2019,Romance
The Intouchables,2011,Biography
The Intouchables,2011,Comedy
The Intouchables,2011,Drama
Bill Burr: Paper Tiger,2019,Comedy
Special 26,2013,Crime
Special 26,2013,Drama
Special 26,2013,Thriller
Kiss the Ground,2020,Documentary
Crip Camp: A Disability Revolution,2020,Documentary
Crip Camp: A Disability Revolution,2020,History
Extraction,2020,Action
Extraction,2020,Thriller
No Direction Home: Bob Dylan,2005,Documentary
No Direction Home: Bob Dylan,2005,Biography
Kabhi Khushi Kabhie Gham,2001,Drama
Kabhi Khushi Kabhie Gham,2001,Musical
Kabhi Khushi Kabhie Gham,2001,Romance
His House,2020,Drama
His House,2020,Horror
His House,2020,Thriller
Super Deluxe,2019,Comedy
Super Deluxe,2019,Crime
Super Deluxe,2019,Drama
Super Deluxe,2019,Thriller
The Guernsey Literary & Potato Peel Pie Society,2018,Drama
The Guernsey Literary & Potato Peel Pie Society,2018,Romance
The Guernsey Literary & Potato Peel Pie Society,2018,War
A Secret Love,2020,Documentary
A Secret Love,2020,Drama
The Night Comes for Us,2018,Action
The Night Comes for Us,2018,Thriller
The Big Lebowski,1998,Comedy
The Big Lebowski,1998,Crime
The Big Lebowski,1998,Sport
Pad Man,2018,Comedy
Pad Man,2018,Drama
American Factory,2019,Documentary
Bird Box,2018,Horror
Bird Box,2018,Sci-Fi
The Pianist,2002,Biography
The Pianist,2002,Drama
The Pianist,2002,Music
The Pianist,2002,War
3 Idiots,2009,Comedy
3 Idiots,2009,Drama
The Distinguished Citizen,2016,Comedy
The Distinguished Citizen,2016,Drama
A Shaun the Sheep Movie: Farmageddon,2019,Animation
A Shaun the Sheep Movie: Farmageddon,2019,Adventure
A Shaun the Sheep Movie: Farmageddon,2019,Comedy
A Shaun the Sheep Movie: Farmageddon,2019,Family
A Shaun the Sheep Movie: Farmageddon,2019,Fantasy
A Shaun the Sheep Movie: Farmageddon,2019,Sci-Fi
A Clockwork Orange,1971,Crime
A Clockwork Orange,1971,Drama
A Clockwork Orange,1971,Sci-Fi
What Happened to Monday,2017,Action
What Happened to Monday,2017,Crime
What Happened to Monday,2017,Fantasy
What Happened to Monday,2017,Mystery
What Happened to Monday,2017,Sci-Fi
What Happened to Monday,2017,Thriller
Anthony Jeselnik: Thoughts and Prayers,2015,Comedy
The White Helmets,2016,Documentary
The White Helmets,2016,Short
The White Helmets,2016,War
Invader ZIM: Enter the Florpus,2019,Animation
Invader ZIM: Enter the Florpus,2019,Action
Invader ZIM: Enter the Florpus,2019,Adventure
Invader ZIM: Enter the Florpus,2019,Comedy
Invader ZIM: Enter the Florpus,2019,Family
Invader ZIM: Enter the Florpus,2019,Sci-Fi
Happy as Lazzaro,2018,Drama
Happy as Lazzaro,2018,Fantasy
Happy as Lazzaro,2018,Mystery
Chasing Coral,2017,Documentary
Kal Ho Naa Ho,2003,Comedy
Kal Ho Naa Ho,2003,Drama
Kal Ho Naa Ho,2003,Musical
Kal Ho Naa Ho,2003,Romance
Pan's Labyrinth,2006,Drama
Pan's Labyrinth,2006,Fantasy
Pan's Labyrinth,2006,War
Team Foxcatcher,2016,Documentary
Team Foxcatcher,2016,Biography
Team Foxcatcher,2016,Crime
Team Foxcatcher,2016,History
Team Foxcatcher,2016,Sport
The Meyerowitz Stories (New and Selected),2017,Comedy
The Meyerowitz Stories (New and Selected),2017,Drama
Casino Royale,2006,Action
Casino Royale,2006,Adventure
Casino Royale,2006,Thriller
The Hateful Eight,2015,Crime
The Hateful Eight,2015,Drama
The Hateful Eight,2015,Mystery
The Hateful Eight,2015,Thriller
The Hateful Eight,2015,Western
Rush,2013,Action
Rush,2013,Biography
Rush,2013,Drama
Rush,2013,Sport
Zombieland,2009,Adventure
Zombieland,2009,Comedy
Zombieland,2009,Fantasy
Zombieland,2009,Horror
Zombieland,2009,Sci-Fi
Eurovision Song Contest: The Story of Fire Saga,2020,Comedy
Eurovision Song Contest: The Story of Fire Saga,2020,Music
Kapoor & Sons,2016,Comedy
Kapoor & Sons,2016,Drama
Kapoor & Sons,2016,Family
Kapoor & Sons,2016,Romance
The Perfection,2018,Drama
The Perfection,2018,Horror
The Perfection,2018,Music
The Perfection,2018,Thriller
Dave Chappelle: Sticks & Stones,2019,Comedy
There Will Be Blood,2007,Drama
Million Dollar Baby,2004,Drama
Million Dollar Baby,2004,Sport
The Social Network,2010,Biography
The Social Network,2010,Drama
The Christmas Chronicles,2018,Adventure
The Christmas Chronicles,2018,Comedy
The Christmas Chronicles,2018,Family
The Christmas Chronicles,2018,Fantasy
Monty Python and the Holy Grail,1975,Adventure
Monty Python and the Holy Grail,1975,Comedy
Monty Python and the Holy Grail,1975,Fantasy
The Pixar Story,2007,Documentary
Ma Rainey's Black Bottom,2020,Drama
Ma Rainey's Black Bottom,2020,Music
Calibre,2018,Drama
Calibre,2018,Thriller
Silver Linings Playbook,2012,Comedy
Silver Linings Playbook,2012,Drama
Silver Linings Playbook,2012,Romance
Over the Moon,2020,Animation
Over the Moon,2020,Adventure
Over the Moon,2020,Comedy
Over the Moon,2020,Family
Over the Moon,2020,Fantasy
Over the Moon,2020,Musical
Over the Moon,2020,Sci-Fi
"What Happened, Miss Simone?",2015,Documentary
"What Happened, Miss Simone?",2015,Biography
"What Happened, Miss Simone?",2015,Music
Nightcrawler,2014,Crime
Nightcrawler,2014,Drama
Nightcrawler,2014,Thriller
1922,2017,Crime
1922,2017,Drama
1922,2017,Horror
1922,2017,Mystery
1922,2017,Thriller
Paddleton,2019,Comedy
Paddleton,2019,Drama
Cargo,2017,Drama
Cargo,2017,Horror
Cargo,2017,Sci-Fi
Cargo,2017,Thriller
Rain Man,1988,Drama
Cuba and the Cameraman,2017,Documentary
The Ritual,2017,Horror
The Ritual,2017,Mystery
The Ritual,2017,Thriller
The Hater,2020,Drama
The Hater,2020,Thriller
The Edge of Democracy,2019,Documentary
The Edge of Democracy,2019,History
22-Jul,2018,Crime
22-Jul,2018,Drama
22-Jul,2018,History
22-Jul,2018,Thriller
Adam Sandler: 100% Fresh,2018,Comedy
Adam Sandler: 100% Fresh,2018,Music
Guru,2007,Comedy
Guru,2007,Drama
A Twelve-Year Night,2018,Biography
A Twelve-Year Night,2018,Crime
A Twelve-Year Night,2018,Drama
A Twelve-Year Night,2018,History
Dumplin',2018,Comedy
Dumplin',2018,Drama
The Conjuring,2013,Horror
The Conjuring,2013,Mystery
The Conjuring,2013,Thriller
Marriage Story,2019,Comedy
Marriage Story,2019,Drama
Marriage Story,2019,Romance
My Octopus Teacher,2020,Documentary
About Time,2013,Comedy
About Time,2013,Drama
About Time,2013,Fantasy
About Time,2013,Romance
About Time,2013,Sci-Fi
Hey Arnold! The Jungle Movie,2017,Animation
Hey Arnold! The Jungle Movie,2017,Adventure
Hey Arnold! The Jungle Movie,2017,Comedy
Hey Arnold! The Jungle Movie,2017,Family
Hey Arnold! The Jungle Movie,2017,Fantasy
Kung Fu Panda,2008,Animation
Kung Fu Panda,2008,Action
Kung Fu Panda,2008,Adventure
Kung Fu Panda,2008,Comedy
Kung Fu Panda,2008,Family
Superbad,2007,Comedy
The Invisible Guest,2016,Crime
The Invisible Guest,2016,Drama
The Invisible Guest,2016,Mystery
The Invisible Guest,2016,Thriller
Chinatown,1974,Drama
Chinatown,1974,Mystery
Chinatown,1974,Thriller
Mystic River,2003,Crime
Mystic River,2003,Drama
Mystic River,2003,Mystery
Mystic River,2003,Thriller
The Theory of Everything,2014,Biography
The Theory of Everything,2014,Drama
The Theory of Everything,2014,Romance
Springsteen On Broadway,2018,Documentary
Springsteen On Broadway,2018,Music
The Life Ahead,2020,Drama
The Terminal,2004,Comedy
The Terminal,2004,Drama
The Terminal,2004,Romance
Scott Pilgrim vs. the World,2010,Action
Scott Pilgrim vs. the World,2010,Comedy
Scott Pilgrim vs. the World,2010,Fantasy
Scott Pilgrim vs. the World,2010,Romance
Being Elmo: A Puppeteer's Journey,2011,Documentary
Life of Brian,1979,Comedy
The Resistance Banker,2018,Biography
The Resistance Banker,2018,Drama
The Resistance Banker,2018,War
How to Train Your Dragon 2,2014,Animation
How to Train Your Dragon 2,2014,Action
How to Train Your Dragon 2,2014,Adventure
How to Train Your Dragon 2,2014,Family
How to Train Your Dragon 2,2014,Fantasy
The Endless Trench,2019,Action
The Endless Trench,2019,Drama
The Endless Trench,2019,History
The Endless Trench,2019,Thriller
The Endless Trench,2019,War
Even the Rain,2010,Drama
Even the Rain,2010,History
Love Actually,2003,Comedy
Love Actually,2003,Drama
Love Actually,2003,Romance
Dear Ex,2018,Comedy
Dear Ex,2018,Drama
Dear Ex,2018,Romance
Braven,2018,Action
Braven,2018,Thriller
Period. End of Sentence.,2018,Documentary
Period. End of Sentence.,2018,Short
Captain Fantastic,2016,Comedy
Captain Fantastic,2016,Drama
Veronica,2017,Comedy
The Siege of Jadotville,2016,Action
The Siege of Jadotville,2016,Drama
The Siege of Jadotville,2016,History
The Siege of Jadotville,2016,Thriller
The Siege of Jadotville,2016,War
Into the Inferno,2016,Documentary
Ricky Gervais: Humanity,2018,Comedy
A Whisker Away,2020,Animation
A Whisker Away,2020,Adventure
A Whisker Away,2020,Family
A Whisker Away,2020,Fantasy
A Whisker Away,2020,Romance
Lady Bird,2017,Comedy
Lady Bird,2017,Drama
Road to Perdition,2002,Crime
Road to Perdition,2002,Drama
Road to Perdition,2002,Thriller
Boogie Nights,1997,Drama
Total Recall,1990,Action
Total Recall,1990,Sci-Fi
Total Recall,1990,Thriller
Bo Burnham: Inside,2021,Comedy
Bo Burnham: Inside,2021,Drama
Bo Burnham: Inside,2021,Music
Snowpiercer,2013,Action
Snowpiercer,2013,Drama
Snowpiercer,2013,Sci-Fi
Snowpiercer,2013,Thriller
Circus of Books,2019,Documentary
Circus of Books,2019,Biography
Circus of Books,2019,History
Tallulah,2016,Comedy
Tallulah,2016,Drama
Tallulah,2016,Romance
The Conjuring 2,2016,Horror
The Conjuring 2,2016,Mystery
The Conjuring 2,2016,Thriller
They'll Love Me When I'm Dead,2018,Documentary
Nocturnal Animals,2016,Drama
Nocturnal Animals,2016,Thriller
Get Me Roger Stone,2017,Documentary
Get Me Roger Stone,2017,Biography
Hachi: A Dog's Tale,2009,Biography
Hachi: A Dog's Tale,2009,Drama
Hachi: A Dog's Tale,2009,Family
Dances with Wolves,1990,Adventure
Dances with Wolves,1990,Drama
Dances with Wolves,1990,Western
Udta Punjab,2016,Action
Udta Punjab,2016,Crime
Udta Punjab,2016,Drama
Bareilly's Barfi,2017,Comedy
Bareilly's Barfi,2017,Romance
Divines,2016,Crime
Divines,2016,Drama
Maktub,2017,Comedy
Maktub,2017,Drama
Ittefaq,2017,Crime
Ittefaq,2017,Mystery
Ittefaq,2017,Thriller
Hannah Gadsby: Nanette,2018,Documentary
Hannah Gadsby: Nanette,2018,Comedy
Ali Wong: Hard Knock Wife,2018,Comedy
Seven Pounds,2008,Drama
Uncut Gems,2019,Crime
Uncut Gems,2019,Drama
Uncut Gems,2019,Thriller
The Kindergarten Teacher,2018,Drama
The Kindergarten Teacher,2018,Thriller
Les Misérables,2012,Drama
Les Misérables,2012,History
Les Misérables,2012,Musical
Les Misérables,2012,Romance
Les Misérables,2012,War
The Sky Is Pink,2019,Drama
The Sky Is Pink,2019,Romance
Next Gen,2018,Animation
Next Gen,2018,Action
Next Gen,2018,Adventure
Next Gen,2018,Comedy
Next Gen,2018,Family
Next Gen,2018,Sci-Fi
Tom Segura: Disgraceful,2018,Documentary
Tom Segura: Disgraceful,2018,Comedy
My Happy Family,2017,Drama
The American Meme,2018,Documentary
Badla,2019,Crime
Badla,2019,Drama
Badla,2019,Mystery
Badla,2019,Thriller
Okko's Inn,2018,Animation
Okko's Inn,2018,Adventure
Okko's Inn,2018,Drama
Okko's Inn,2018,Family
Okko's Inn,2018,Fantasy
The Willoughbys,2020,Animation
The Willoughbys,2020,Adventure
The Willoughbys,2020,Comedy
The Willoughbys,2020,Family
Hunt for the Wilderpeople,2016,Adventure
Hunt for the Wilderpeople,2016,Comedy
Hunt for the Wilderpeople,2016,Drama
Stardust,2007,Adventure
Stardust,2007,Family
Stardust,2007,Fantasy
Stardust,2007,Romance
Wheelman,2017,Action
Wheelman,2017,Crime
Wheelman,2017,Thriller
The Artist,2011,Comedy
The Artist,2011,Drama
The Artist,2011,Romance
On My Skin,2018,Biography
On My Skin,2018,Drama
Gaga: Five Foot Two,2017,Documentary
Gaga: Five Foot Two,2017,Music
Hugo,2011,Drama
Hugo,2011,Family
Hugo,2011,Fantasy
Hugo,2011,Mystery
The Impossible,2012,Drama
The Impossible,2012,History
The Impossible,2012,Thriller
War Dogs,2016,Biography
War Dogs,2016,Comedy
War Dogs,2016,Crime
War Dogs,2016,Drama
War Dogs,2016,War
Ip Man,2008,Action
Ip Man,2008,Biography
Ip Man,2008,Drama
Ip Man,2008,History
The Speed Cubers,2020,Documentary
The Speed Cubers,2020,Short
The Speed Cubers,2020,Sport
Kung Fu Panda 2,2011,Animation
Kung Fu Panda 2,2011,Action
Kung Fu Panda 2,2011,Adventure
Kung Fu Panda 2,2011,Comedy
Kung Fu Panda 2,2011,Family
Kung Fu Panda 2,2011,Fantasy
The Dirt,2019,Biography
The Dirt,2019,Comedy
The Dirt,2019,Drama
The Dirt,2019,Music
Andhadhun,2018,Crime
Andhadhun,2018,Drama
Andhadhun,2018,Music
Andhadhun,2018,Mystery
Andhadhun,2018,Thriller
Atlantics,2019,Drama
Atlantics,2019,Mystery
Atlantics,2019,Romance
37 Seconds,2019,Drama
El Camino: A Breaking Bad Movie,2019,Action
El Camino: A Breaking Bad Movie,2019,Crime
El Camino: A Breaking Bad Movie,2019,Drama
Underworld,2003,Action
Underworld,2003,Fantasy
Underworld,2003,Thriller
The Ring,2002,Horror
The Ring,2002,Mystery
Hold the Dark,2018,Action
Hold the Dark,2018,Drama
Hold the Dark,2018,Thriller
The Karate Kid,1984,Action
The Karate Kid,1984,Drama
The Karate Kid,1984,Family
The Karate Kid,1984,Sport
Quincy,2018,Crime
Quincy,2018,Drama
Quincy,2018,Mystery
Quincy,2018,Thriller
The Patriot,2000,Action
The Patriot,2000,Drama
The Patriot,2000,History
The Patriot,2000,War
Get In,2019,Drama
Get In,2019,Horror
Get In,2019,Thriller
ZZ Top: That Little Ol' Band From Texas,2019,Documentary
ZZ Top: That Little Ol' Band From Texas,2019,Biography
ZZ Top: That Little Ol' Band From Texas,2019,Music
Jerry Before Seinfeld,2017,Comedy
Mike Birbiglia: The New One,2019,Comedy
A Silent Voice: The Movie,2016,Animation
A Silent Voice: The Movie,2016,Drama
Klaus,2019,Animation
Klaus,2019,Adventure
Klaus,2019,Comedy
Klaus,2019,Family
Snowden,2016,Biography
Snowden,2016,Crime
Snowden,2016,Drama
Snowden,2016,Thriller
"Nick Kroll & John Mulaney: Oh, Hello on Broadway",2017,nan
What's Eating Gilbert Grape,1993,Drama
The Da Vinci Code,2006,Mystery
The Da Vinci Code,2006,Thriller
Stranger Than Fiction,2006,Comedy
Stranger Than Fiction,2006,Drama
Stranger Than Fiction,2006,Fantasy
Stranger Than Fiction,2006,Romance
Don 2,2011,Action
Don 2,2011,Crime
Don 2,2011,Thriller
Elena,2013,Crime
Elena,2013,Drama
Elena,2013,Thriller
Real Steel,2011,Action
Real Steel,2011,Drama
Real Steel,2011,Sci-Fi
Real Steel,2011,Sport
The Founder,2017,Biography
The Founder,2017,Drama
Stargate,1994,Action
Stargate,1994,Adventure
Stargate,1994,Drama
Stargate,1994,Sci-Fi
Shirkers,2018,Documentary
Chef,2014,Adventure
Chef,2014,Comedy
Chef,2014,Drama
Fire in the Blood,2013,Documentary
Fire in the Blood,2013,History
Austin Powers: International Man of Mystery,1997,Adventure
Austin Powers: International Man of Mystery,1997,Comedy
Miles Davis: Birth of the Cool,2019,Biography
Insidious,2010,Horror
Insidious,2010,Mystery
Insidious,2010,Thriller
Screwball,2019,Documentary
The Old Guard,2020,Action
The Old Guard,2020,Adventure
The Old Guard,2020,Fantasy
The Old Guard,2020,Thriller
Rango,2011,Animation
Rango,2011,Adventure
Rango,2011,Comedy
Rango,2011,Family
Rango,2011,Western
Before I Wake,2016,Drama
Before I Wake,2016,Fantasy
Before I Wake,2016,Horror
Before I Wake,2016,Thriller
The Disaster Artist,2017,Biography
The Disaster Artist,2017,Comedy
The Disaster Artist,2017,Drama
Fruitvale Station,2013,Biography
Fruitvale Station,2013,Crime
Fruitvale Station,2013,Drama
Fruitvale Station,2013,Romance
The Florida Project,2017,Drama
Behind the Curve,2018,Documentary
Lawless,2012,Crime
Lawless,2012,Drama
Errementari: The Blacksmith and the Devil,2018,Fantasy
Errementari: The Blacksmith and the Devil,2018,Horror
Audrie & Daisy,2016,Documentary
Audrie & Daisy,2016,Crime
Quantum of Solace,2008,Action
Quantum of Solace,2008,Adventure
Quantum of Solace,2008,Thriller
The Master,2012,Drama
Layer Cake,2004,Action
Layer Cake,2004,Crime
Layer Cake,2004,Drama
Layer Cake,2004,Thriller
Flipped,2010,Comedy
Flipped,2010,Drama
Flipped,2010,Romance
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,2018,Comedy
Friends with Benefits,2011,Comedy
Friends with Benefits,2011,Romance
Tig,2015,Documentary
Roll Red Roll,2019,Documentary
Roll Red Roll,2019,Crime
Enola Holmes,2020,Action
Enola Holmes,2020,Adventure
Enola Holmes,2020,Crime
Enola Holmes,2020,Drama
Enola Holmes,2020,Mystery
PK,2015,Comedy
PK,2015,Drama
PK,2015,Musical
PK,2015,Sci-Fi
Good Time,2017,Crime
Good Time,2017,Drama
Good Time,2017,Thriller
The Next Three Days,2010,Action
The Next Three Days,2010,Crime
The Next Three Days,2010,Drama
The Next Three Days,2010,Romance
The Next Three Days,2010,Thriller
Miracle in Cell No. 7,2019,Drama
Like Stars on Earth,2007,Drama
Like Stars on Earth,2007,Family
Trixie Mattel: Moving Parts,2019,Documentary
Talaash,2012,Crime
Talaash,2012,Drama
Talaash,2012,Mystery
Talaash,2012,Thriller
Evelyn,2019,Drama
I Am Sam,2001,Drama
In the Shadow of the Moon,2019,Crime
In the Shadow of the Moon,2019,Mystery
In the Shadow of the Moon,2019,Sci-Fi
In the Shadow of the Moon,2019,Thriller
Neon Genesis Evangelion: The End of Evangelion,1997,Animation
Neon Genesis Evangelion: The End of Evangelion,1997,Action
Neon Genesis Evangelion: The End of Evangelion,1997,Drama
Neon Genesis Evangelion: The End of Evangelion,1997,Fantasy
Neon Genesis Evangelion: The End of Evangelion,1997,Sci-Fi
Memoirs of a Geisha,2005,Drama
Memoirs of a Geisha,2005,Romance
Mad Max,1979,Action
Mad Max,1979,Adventure
Mad Max,1979,Sci-Fi
Mad Max,1979,Thriller
John Leguizamo's Latin History for Morons,2018,Comedy
And Breathe Normally,2018,Drama
The Killing of a Sacred Deer,2017,Drama
The Killing of a Sacred Deer,2017,Horror
The Killing of a Sacred Deer,2017,Mystery
The Killing of a Sacred Deer,2017,Thriller
Angels & Demons,2009,Action
Angels & Demons,2009,Mystery
Angels & Demons,2009,Thriller
Smoke & Mirrors,2016,Biography
Smoke & Mirrors,2016,Thriller
Bright,2017,Action
Bright,2017,Fantasy
Bright,2017,Thriller
Yes Man,2008,Comedy
Yes Man,2008,Romance
Murder Mystery,2019,Action
Murder Mystery,2019,Comedy
Murder Mystery,2019,Crime
Murder Mystery,2019,Mystery
Murder Mystery,2019,Romance
Pink,2016,Crime
Pink,2016,Drama
Pink,2016,Thriller
The Photographer of Mauthausen,2018,Biography
The Photographer of Mauthausen,2018,Drama
The Photographer of Mauthausen,2018,History
The Photographer of Mauthausen,2018,Thriller
The Photographer of Mauthausen,2018,War
Midnight Run,1988,Action
Midnight Run,1988,Comedy
Midnight Run,1988,Crime
Midnight Run,1988,Thriller
Flavors of Youth,2018,Animation
Flavors of Youth,2018,Drama
Flavors of Youth,2018,Romance
13th,2016,Documentary
13th,2016,Crime
13th,2016,History
Ravenous,2017,Adventure
Ravenous,2017,Comedy
Ravenous,2017,Horror
Austin Powers: The Spy Who Shagged Me,1999,Action
Austin Powers: The Spy Who Shagged Me,1999,Adventure
Austin Powers: The Spy Who Shagged Me,1999,Comedy
Austin Powers: The Spy Who Shagged Me,1999,Crime
The Life of David Gale,2003,Crime
The Life of David Gale,2003,Drama
The Life of David Gale,2003,Thriller
Tramps,2016,Adventure
Tramps,2016,Romance
The Girl Next Door,2004,Comedy
The Girl Next Door,2004,Drama
The Girl Next Door,2004,Romance
The Two Popes,2019,Comedy
The Two Popes,2019,Drama
The Wandering Earth,2019,Action
The Wandering Earth,2019,Adventure
The Wandering Earth,2019,Sci-Fi
The Wandering Earth,2019,Thriller
Just Another Love Story,2007,Crime
Just Another Love Story,2007,Drama
Just Another Love Story,2007,Thriller
Eye for an Eye,2019,Thriller
Patton Oswalt: Annihilation,2017,Comedy
Joan Didion: The Center Will Not Hold,2017,Documentary
Steve Jobs,2015,Biography
Steve Jobs,2015,Drama
White Fang,2018,Adventure
White Fang,2018,Drama
A Monster Calls,2016,Adventure
A Monster Calls,2016,Drama
A Monster Calls,2016,Family
A Monster Calls,2016,Fantasy
Olympus Has Fallen,2013,Action
Olympus Has Fallen,2013,Thriller
Talladega Nights: The Ballad of Ricky Bobby,2006,Comedy
Talladega Nights: The Ballad of Ricky Bobby,2006,Sport
The Time Traveler's Wife,2009,Comedy
The Time Traveler's Wife,2009,Drama
The Time Traveler's Wife,2009,Fantasy
The Time Traveler's Wife,2009,Romance
The Time Traveler's Wife,2009,Sci-Fi
State of Play,2009,Crime
State of Play,2009,Drama
State of Play,2009,Mystery
State of Play,2009,Thriller
The Outlaw Josey Wales,1976,Western
The Bank Job,2008,Crime
The Bank Job,2008,Drama
The Bank Job,2008,Thriller
Miss Sloane,2016,Drama
Unknown,2011,Action
Unknown,2011,Mystery
Unknown,2011,Thriller
6 Underground,2019,Action
6 Underground,2019,Thriller
Uncorked,2020,Drama
Petta,2019,Action
Petta,2019,Drama
Justin Timberlake + The Tennessee Kids,2016,Documentary
Justin Timberlake + The Tennessee Kids,2016,Music
My Fair Lady,1964,Drama
My Fair Lady,1964,Family
My Fair Lady,1964,Musical
My Fair Lady,1964,Romance
"Bikram: Yogi, Guru, Predator",2019,Documentary
"Bikram: Yogi, Guru, Predator",2019,Crime
A Futile and Stupid Gesture,2018,Biography
A Futile and Stupid Gesture,2018,Comedy
The Dig,2021,Biography
The Dig,2021,Drama
The Dig,2021,History
Legally Blonde,2001,Comedy
Legally Blonde,2001,Romance
Legend,2015,Biography
Legend,2015,Crime
Legend,2015,Drama
Legend,2015,Thriller
Notes on Blindness,2016,Documentary
Notes on Blindness,2016,Drama
When We First Met,2018,Comedy
When We First Met,2018,Fantasy
When We First Met,2018,Romance
Best Worst Thing That Ever Could Have Happened...,2016,Documentary
Imperial Dreams,2014,Drama
Black Mirror: Bandersnatch,2018,Drama
Black Mirror: Bandersnatch,2018,Fantasy
Black Mirror: Bandersnatch,2018,Mystery
Black Mirror: Bandersnatch,2018,Sci-Fi
Black Mirror: Bandersnatch,2018,Thriller
Queen,2013,Adventure
Queen,2013,Comedy
Queen,2013,Drama
Joshua: Teenager vs. Superpower,2017,Documentary
Air Force One,1997,Action
Air Force One,1997,Drama
Air Force One,1997,Thriller
Shot Caller,2017,Crime
Shot Caller,2017,Drama
Shot Caller,2017,Thriller
What Dreams May Come,1998,Drama
What Dreams May Come,1998,Fantasy
What Dreams May Come,1998,Romance
Angel Has Fallen,2019,Action
Angel Has Fallen,2019,Thriller
Crimson Peak,2015,Drama
Crimson Peak,2015,Fantasy
Crimson Peak,2015,Horror
Crimson Peak,2015,Mystery
Crimson Peak,2015,Thriller
Lemony Snicket's A Series of Unfortunate Events,2004,Adventure
Lemony Snicket's A Series of Unfortunate Events,2004,Comedy
Lemony Snicket's A Series of Unfortunate Events,2004,Drama
Lemony Snicket's A Series of Unfortunate Events,2004,Family
Lemony Snicket's A Series of Unfortunate Events,2004,Mystery
The Red Sea Diving Resort,2019,Drama
The Red Sea Diving Resort,2019,History
The Red Sea Diving Resort,2019,Thriller
The Angel,2018,Biography
The Angel,2018,Drama
The Angel,2018,Thriller
Army of the Dead,2021,Action
Army of the Dead,2021,Crime
Army of the Dead,2021,Horror
Army of the Dead,2021,Sci-Fi
